Site_ID,Market,Density,FY,Cost_Line_Description,Amount_USD,Traffic_TB_annual
SITE-10039,TN Border,Suburban,2025,Spares & logistics,4342.76,11.68
SITE-10040,AL Panhandle,Suburban,2025,Tower / Collocation,20278.29,90.3
SITE-10040,AL Panhandle,Suburban,2025,MW transport — 3rd party,14573.92,90.3
SITE-10040,AL Panhandle,Suburban,2025,Fiber backhaul circuit,10806.73,90.3
SITE-10040,AL Panhandle,Suburban,2025,Field workforce (contract),15665.32,90.3
SITE-10040,AL Panhandle,Suburban,2025,OEM RAN maint.,12229.34,90.3
SITE-10040,AL Panhandle,Suburban,2025,Power & gen fuel,4813.13,90.3
SITE-10040,AL Panhandle,Suburban,2025,Small cell attach fees,4255.68,90.3
SITE-10040,AL Panhandle,Suburban,2025,NOC / dispatch (allocated),5858.64,90.3
SITE-10040,AL Panhandle,Suburban,2025,Spares & logistics,4232.43,90.3
SITE-10041,North MS,Urban,2025,Tower / Collocation,20200.32,19.67
SITE-10041,North MS,Urban,2025,MW transport — 3rd party,13944.46,19.67
SITE-10041,North MS,Urban,2025,Fiber backhaul circuit,10351.2,19.67
SITE-10041,North MS,Urban,2025,Field workforce (contract),15571.7,19.67
SITE-10041,North MS,Urban,2025,OEM RAN maint.,11670.08,19.67
SITE-10041,North MS,Urban,2025,Power & gen fuel,5028.04,19.67
SITE-10041,North MS,Urban,2025,Small cell attach fees,4187.97,19.67
SITE-10041,North MS,Urban,2025,NOC / dispatch (allocated),5681.18,19.67
SITE-10041,North MS,Urban,2025,Spares & logistics,4310.05,19.67
SITE-10042,Rural West,Suburban,2025,Tower / Collocation,20857.32,44.4
SITE-10042,Rural West,Suburban,2025,MW transport — 3rd party,13762.26,44.4
SITE-10042,Rural West,Suburban,2025,Fiber backhaul circuit,10593.4,44.4
SITE-10042,Rural West,Suburban,2025,Field workforce (contract),15461.01,44.4
SITE-10042,Rural West,Suburban,2025,OEM RAN maint.,11793.23,44.4
SITE-10042,Rural West,Suburban,2025,Power & gen fuel,5220.73,44.4
SITE-10042,Rural West,Suburban,2025,Small cell attach fees,4353.65,44.4
SITE-10042,Rural West,Suburban,2025,NOC / dispatch (allocated),5775.04,44.4
SITE-10042,Rural West,Suburban,2025,Spares & logistics,4445.45,44.4
SITE-10043,North MS,Suburban,2025,Tower / Collocation,21366.27,45.53
SITE-10043,North MS,Suburban,2025,MW transport — 3rd party,14073.32,45.53
SITE-10043,North MS,Suburban,2025,Fiber backhaul circuit,10493.34,45.53
SITE-10043,North MS,Suburban,2025,Field workforce (contract),15879.46,45.53
SITE-10043,North MS,Suburban,2025,OEM RAN maint.,12130.28,45.53
SITE-10043,North MS,Suburban,2025,Power & gen fuel,5443.58,45.53
SITE-10043,North MS,Suburban,2025,Small cell attach fees,4252.47,45.53
SITE-10043,North MS,Suburban,2025,NOC / dispatch (allocated),5969.3,45.53
SITE-10043,North MS,Suburban,2025,Spares & logistics,4453.91,45.53
SITE-10044,AL Panhandle,Suburban,2025,Tower / Collocation,19656.72,50.99
SITE-10044,AL Panhandle,Suburban,2025,MW transport — 3rd party,13408.66,50.99
SITE-10044,AL Panhandle,Suburban,2025,Fiber backhaul circuit,11045.02,50.99
SITE-10044,AL Panhandle,Suburban,2025,Field workforce (contract),14212.03,50.99
SITE-10044,AL Panhandle,Suburban,2025,OEM RAN maint.,11022.99,50.99
SITE-10044,AL Panhandle,Suburban,2025,Power & gen fuel,4964.65,50.99
SITE-10044,AL Panhandle,Suburban,2025,Small cell attach fees,4027.64,50.99
SITE-10044,AL Panhandle,Suburban,2025,NOC / dispatch (allocated),5772.83,50.99
SITE-10044,AL Panhandle,Suburban,2025,Spares & logistics,4415.03,50.99
SITE-10045,Rural West,Urban,2025,Tower / Collocation,22138.81,79.96
SITE-10045,Rural West,Urban,2025,MW transport — 3rd party,14100.05,79.96
SITE-10045,Rural West,Urban,2025,Fiber backhaul circuit,9891.62,79.96
SITE-10045,Rural West,Urban,2025,Field workforce (contract),15546.86,79.96
SITE-10045,Rural West,Urban,2025,OEM RAN maint.,10728.82,79.96
SITE-10045,Rural West,Urban,2025,Power & gen fuel,4989.77,79.96
SITE-10045,Rural West,Urban,2025,Small cell attach fees,4561.73,79.96
SITE-10045,Rural West,Urban,2025,NOC / dispatch (allocated),6421.68,79.96
SITE-10045,Rural West,Urban,2025,Spares & logistics,4435.03,79.96
SITE-10046,TN Border,Suburban,2025,Tower / Collocation,20568.15,69.37
SITE-10046,TN Border,Suburban,2025,MW transport — 3rd party,14718.72,69.37
SITE-10046,TN Border,Suburban,2025,Fiber backhaul circuit,9652.21,69.37
SITE-10046,TN Border,Suburban,2025,Field workforce (contract),14587.77,69.37
SITE-10046,TN Border,Suburban,2025,OEM RAN maint.,11469.86,69.37
SITE-10046,TN Border,Suburban,2025,Power & gen fuel,4825.62,69.37
SITE-10046,TN Border,Suburban,2025,Small cell attach fees,4022.82,69.37
SITE-10046,TN Border,Suburban,2025,NOC / dispatch (allocated),6270.16,69.37
SITE-10046,TN Border,Suburban,2025,Spares & logistics,4582.61,69.37
SITE-10047,TN Border,Suburban,2025,Tower / Collocation,22587.09,81.0
SITE-10047,TN Border,Suburban,2025,MW transport — 3rd party,13568.81,81.0
SITE-10047,TN Border,Suburban,2025,Fiber backhaul circuit,10385.28,81.0
SITE-10047,TN Border,Suburban,2025,Field workforce (contract),15037.02,81.0
SITE-10047,TN Border,Suburban,2025,OEM RAN maint.,10656.4,81.0
SITE-10047,TN Border,Suburban,2025,Power & gen fuel,5308.35,81.0
SITE-10047,TN Border,Suburban,2025,Small cell attach fees,4204.97,81.0
SITE-10047,TN Border,Suburban,2025,NOC / dispatch (allocated),5920.8,81.0
SITE-10047,TN Border,Suburban,2025,Spares & logistics,4012.46,81.0
SITE-10048,South MS,Urban,2025,Tower / Collocation,20048.78,11.88
SITE-10048,South MS,Urban,2025,MW transport — 3rd party,13915.34,11.88
SITE-10048,South MS,Urban,2025,Fiber backhaul circuit,10455.58,11.88
SITE-10048,South MS,Urban,2025,Field workforce (contract),15511.62,11.88
SITE-10048,South MS,Urban,2025,OEM RAN maint.,11411.74,11.88
SITE-10048,South MS,Urban,2025,Power & gen fuel,4760.64,11.88
SITE-10048,South MS,Urban,2025,Small cell attach fees,4075.69,11.88
SITE-10048,South MS,Urban,2025,NOC / dispatch (allocated),6277.1,11.88
SITE-10048,South MS,Urban,2025,Spares & logistics,4343.56,11.88
SITE-10049,Rural West,Suburban,2025,Tower / Collocation,21825.0,66.31
SITE-10049,Rural West,Suburban,2025,MW transport — 3rd party,13376.53,66.31
SITE-10049,Rural West,Suburban,2025,Fiber backhaul circuit,10248.5,66.31
SITE-10049,Rural West,Suburban,2025,Field workforce (contract),15396.76,66.31
SITE-10049,Rural West,Suburban,2025,OEM RAN maint.,11128.72,66.31
SITE-10049,Rural West,Suburban,2025,Power & gen fuel,5381.09,66.31
SITE-10049,Rural West,Suburban,2025,Small cell attach fees,4238.15,66.31
SITE-10049,Rural West,Suburban,2025,NOC / dispatch (allocated),6205.73,66.31
SITE-10049,Rural West,Suburban,2025,Spares & logistics,4489.37,66.31
SITE-10050,AL Panhandle,Suburban,2025,Tower / Collocation,22117.78,59.08
SITE-10050,AL Panhandle,Suburban,2025,MW transport — 3rd party,14027.11,59.08
SITE-10050,AL Panhandle,Suburban,2025,Fiber backhaul circuit,10470.02,59.08
SITE-10050,AL Panhandle,Suburban,2025,Field workforce (contract),15376.89,59.08
SITE-10050,AL Panhandle,Suburban,2025,OEM RAN maint.,10701.97,59.08
SITE-10050,AL Panhandle,Suburban,2025,Power & gen fuel,5017.22,59.08
SITE-10050,AL Panhandle,Suburban,2025,Small cell attach fees,4533.79,59.08
SITE-10050,AL Panhandle,Suburban,2025,NOC / dispatch (allocated),6074.55,59.08
SITE-10050,AL Panhandle,Suburban,2025,Spares & logistics,4030.7,59.08
SITE-10051,Rural West,Suburban,2025,Tower / Collocation,19351.66,24.67
SITE-10051,Rural West,Suburban,2025,MW transport — 3rd party,15378.71,24.67
SITE-10051,Rural West,Suburban,2025,Fiber backhaul circuit,10385.22,24.67
SITE-10051,Rural West,Suburban,2025,Field workforce (contract),14828.85,24.67
SITE-10051,Rural West,Suburban,2025,OEM RAN maint.,11604.0,24.67
SITE-10051,Rural West,Suburban,2025,Power & gen fuel,4697.97,24.67
SITE-10051,Rural West,Suburban,2025,Small cell attach fees,4099.06,24.67
SITE-10051,Rural West,Suburban,2025,NOC / dispatch (allocated),6143.29,24.67
SITE-10051,Rural West,Suburban,2025,Spares & logistics,4340.96,24.67
SITE-10052,Rural West,Rural,2025,Tower / Collocation,26440.79,69.36
SITE-10052,Rural West,Rural,2025,MW transport — 3rd party,18568.04,69.36
SITE-10052,Rural West,Rural,2025,Fiber backhaul circuit,13137.69,69.36
SITE-10052,Rural West,Rural,2025,Field workforce (contract),22901.18,69.36
SITE-10052,Rural West,Rural,2025,OEM RAN maint.,14467.82,69.36
SITE-10052,Rural West,Rural,2025,Power & gen fuel,6542.69,69.36
SITE-10052,Rural West,Rural,2025,Small cell attach fees,4832.02,69.36
SITE-10052,Rural West,Rural,2025,NOC / dispatch (allocated),7478.11,69.36
SITE-10052,Rural West,Rural,2025,Spares & logistics,5100.63,69.36
SITE-10053,TN Border,Suburban,2025,Tower / Collocation,22518.37,64.91
SITE-10053,TN Border,Suburban,2025,MW transport — 3rd party,15510.26,64.91
SITE-10053,TN Border,Suburban,2025,Fiber backhaul circuit,10117.17,64.91
SITE-10053,TN Border,Suburban,2025,Field workforce (contract),15872.23,64.91
SITE-10053,TN Border,Suburban,2025,OEM RAN maint.,11880.93,64.91
SITE-10053,TN Border,Suburban,2025,Power & gen fuel,4974.74,64.91
SITE-10053,TN Border,Suburban,2025,Small cell attach fees,3994.23,64.91
SITE-10053,TN Border,Suburban,2025,NOC / dispatch (allocated),5512.98,64.91
SITE-10053,TN Border,Suburban,2025,Spares & logistics,4438.59,64.91
SITE-10054,Rural West,Suburban,2025,Tower / Collocation,22545.52,48.45
SITE-10054,Rural West,Suburban,2025,MW transport — 3rd party,14190.59,48.45
SITE-10054,Rural West,Suburban,2025,Fiber backhaul circuit,10964.07,48.45
SITE-10054,Rural West,Suburban,2025,Field workforce (contract),14283.64,48.45
SITE-10054,Rural West,Suburban,2025,OEM RAN maint.,11525.38,48.45
SITE-10054,Rural West,Suburban,2025,Power & gen fuel,5346.48,48.45
SITE-10054,Rural West,Suburban,2025,Small cell attach fees,4538.8,48.45
SITE-10054,Rural West,Suburban,2025,NOC / dispatch (allocated),6257.1,48.45
SITE-10054,Rural West,Suburban,2025,Spares & logistics,3935.14,48.45
SITE-10055,Rural West,Suburban,2025,Tower / Collocation,19634.69,12.24
SITE-10055,Rural West,Suburban,2025,MW transport — 3rd party,14797.98,12.24
SITE-10055,Rural West,Suburban,2025,Fiber backhaul circuit,10829.32,12.24
SITE-10055,Rural West,Suburban,2025,Field workforce (contract),15970.07,12.24
SITE-10055,Rural West,Suburban,2025,OEM RAN maint.,12092.0,12.24
SITE-10055,Rural West,Suburban,2025,Power & gen fuel,5295.38,12.24
SITE-10055,Rural West,Suburban,2025,Small cell attach fees,4454.59,12.24
SITE-10055,Rural West,Suburban,2025,NOC / dispatch (allocated),5520.61,12.24
SITE-10055,Rural West,Suburban,2025,Spares & logistics,4069.48,12.24
SITE-10056,South MS,Suburban,2025,Tower / Collocation,20993.02,8.39
SITE-10056,South MS,Suburban,2025,MW transport — 3rd party,14802.55,8.39
SITE-10056,South MS,Suburban,2025,Fiber backhaul circuit,9683.85,8.39
SITE-10056,South MS,Suburban,2025,Field workforce (contract),15058.52,8.39
SITE-10056,South MS,Suburban,2025,OEM RAN maint.,12147.16,8.39
SITE-10056,South MS,Suburban,2025,Power & gen fuel,5240.04,8.39
SITE-10056,South MS,Suburban,2025,Small cell attach fees,4071.61,8.39
SITE-10056,South MS,Suburban,2025,NOC / dispatch (allocated),6285.85,8.39
SITE-10056,South MS,Suburban,2025,Spares & logistics,4146.66,8.39
SITE-10057,Rural West,Rural,2025,Tower / Collocation,25745.96,47.61
SITE-10057,Rural West,Rural,2025,MW transport — 3rd party,17154.81,47.61
SITE-10057,Rural West,Rural,2025,Fiber backhaul circuit,12232.42,47.61
SITE-10057,Rural West,Rural,2025,Field workforce (contract),22639.69,47.61
SITE-10057,Rural West,Rural,2025,OEM RAN maint.,13151.25,47.61
SITE-10057,Rural West,Rural,2025,Power & gen fuel,5769.46,47.61
SITE-10057,Rural West,Rural,2025,Small cell attach fees,5019.75,47.61
SITE-10057,Rural West,Rural,2025,NOC / dispatch (allocated),7461.07,47.61
SITE-10057,Rural West,Rural,2025,Spares & logistics,5403.32,47.61
SITE-10058,TN Border,Rural,2025,Tower / Collocation,23904.45,60.89
SITE-10058,TN Border,Rural,2025,MW transport — 3rd party,17651.38,60.89
SITE-10058,TN Border,Rural,2025,Fiber backhaul circuit,13699.85,60.89
SITE-10058,TN Border,Rural,2025,Field workforce (contract),22006.28,60.89
SITE-10058,TN Border,Rural,2025,OEM RAN maint.,14054.09,60.89
SITE-10058,TN Border,Rural,2025,Power & gen fuel,6073.57,60.89
SITE-10058,TN Border,Rural,2025,Small cell attach fees,5492.21,60.89
SITE-10058,TN Border,Rural,2025,NOC / dispatch (allocated),7206.44,60.89
SITE-10058,TN Border,Rural,2025,Spares & logistics,4848.72,60.89
SITE-10059,South MS,Suburban,2025,Tower / Collocation,19945.32,13.84
SITE-10059,South MS,Suburban,2025,MW transport — 3rd party,13283.39,13.84
SITE-10059,South MS,Suburban,2025,Fiber backhaul circuit,10393.72,13.84
SITE-10059,South MS,Suburban,2025,Field workforce (contract),15629.35,13.84
SITE-10059,South MS,Suburban,2025,OEM RAN maint.,11137.56,13.84
SITE-10059,South MS,Suburban,2025,Power & gen fuel,5035.03,13.84
SITE-10059,South MS,Suburban,2025,Small cell attach fees,4562.26,13.84
SITE-10059,South MS,Suburban,2025,NOC / dispatch (allocated),6189.87,13.84
SITE-10059,South MS,Suburban,2025,Spares & logistics,4277.78,13.84
SITE-10060,South MS,Suburban,2025,Tower / Collocation,20358.72,28.45
SITE-10060,South MS,Suburban,2025,MW transport — 3rd party,15336.35,28.45
SITE-10060,South MS,Suburban,2025,Fiber backhaul circuit,10521.5,28.45
SITE-10060,South MS,Suburban,2025,Field workforce (contract),15893.19,28.45
SITE-10060,South MS,Suburban,2025,OEM RAN maint.,11589.87,28.45
SITE-10060,South MS,Suburban,2025,Power & gen fuel,5225.21,28.45
SITE-10060,South MS,Suburban,2025,Small cell attach fees,4113.58,28.45
SITE-10060,South MS,Suburban,2025,NOC / dispatch (allocated),5703.79,28.45
SITE-10060,South MS,Suburban,2025,Spares & logistics,4129.29,28.45
SITE-10061,Rural West,Urban,2025,Tower / Collocation,20217.65,84.07
SITE-10061,Rural West,Urban,2025,MW transport — 3rd party,14535.85,84.07
SITE-10061,Rural West,Urban,2025,Fiber backhaul circuit,10961.21,84.07
SITE-10061,Rural West,Urban,2025,Field workforce (contract),15994.8,84.07
SITE-10061,Rural West,Urban,2025,OEM RAN maint.,11311.38,84.07
SITE-10061,Rural West,Urban,2025,Power & gen fuel,5080.63,84.07
SITE-10061,Rural West,Urban,2025,Small cell attach fees,4586.4,84.07
SITE-10061,Rural West,Urban,2025,NOC / dispatch (allocated),6116.22,84.07
SITE-10061,Rural West,Urban,2025,Spares & logistics,4463.95,84.07
SITE-10062,South MS,Rural,2025,Tower / Collocation,25631.65,33.75
SITE-10062,South MS,Rural,2025,MW transport — 3rd party,16331.4,33.75
SITE-10062,South MS,Rural,2025,Fiber backhaul circuit,13000.08,33.75
SITE-10062,South MS,Rural,2025,Field workforce (contract),22874.36,33.75
SITE-10062,South MS,Rural,2025,OEM RAN maint.,13871.4,33.75
SITE-10062,South MS,Rural,2025,Power & gen fuel,6113.72,33.75
SITE-10062,South MS,Rural,2025,Small cell attach fees,4767.53,33.75
SITE-10062,South MS,Rural,2025,NOC / dispatch (allocated),7740.4,33.75
SITE-10062,South MS,Rural,2025,Spares & logistics,4822.87,33.75
SITE-10063,TN Border,Urban,2025,Tower / Collocation,19488.08,29.41
SITE-10063,TN Border,Urban,2025,MW transport — 3rd party,14290.87,29.41
SITE-10063,TN Border,Urban,2025,Fiber backhaul circuit,10498.96,29.41
SITE-10063,TN Border,Urban,2025,Field workforce (contract),14841.17,29.41
SITE-10063,TN Border,Urban,2025,OEM RAN maint.,10603.23,29.41
SITE-10063,TN Border,Urban,2025,Power & gen fuel,4783.07,29.41
SITE-10063,TN Border,Urban,2025,Small cell attach fees,4171.46,29.41
SITE-10063,TN Border,Urban,2025,NOC / dispatch (allocated),5531.62,29.41
SITE-10063,TN Border,Urban,2025,Spares & logistics,4384.77,29.41
SITE-10064,Rural West,Urban,2025,Tower / Collocation,20664.56,42.29
SITE-10064,Rural West,Urban,2025,MW transport — 3rd party,13246.53,42.29
SITE-10064,Rural West,Urban,2025,Fiber backhaul circuit,9822.02,42.29
SITE-10064,Rural West,Urban,2025,Field workforce (contract),16188.05,42.29
SITE-10064,Rural West,Urban,2025,OEM RAN maint.,10512.33,42.29
SITE-10064,Rural West,Urban,2025,Power & gen fuel,5106.66,42.29
SITE-10064,Rural West,Urban,2025,Small cell attach fees,4242.86,42.29
SITE-10064,Rural West,Urban,2025,NOC / dispatch (allocated),5791.11,42.29
SITE-10064,Rural West,Urban,2025,Spares & logistics,4203.3,42.29
SITE-10065,South MS,Rural,2025,Tower / Collocation,24406.05,113.66
SITE-10065,South MS,Rural,2025,MW transport — 3rd party,16947.04,113.66
SITE-10065,South MS,Rural,2025,Fiber backhaul circuit,12166.75,113.66
SITE-10065,South MS,Rural,2025,Field workforce (contract),21252.31,113.66
SITE-10065,South MS,Rural,2025,OEM RAN maint.,14249.1,113.66
SITE-10065,South MS,Rural,2025,Power & gen fuel,5911.3,113.66
SITE-10065,South MS,Rural,2025,Small cell attach fees,5010.53,113.66
SITE-10065,South MS,Rural,2025,NOC / dispatch (allocated),7706.49,113.66
SITE-10065,South MS,Rural,2025,Spares & logistics,4778.02,113.66
SITE-10066,Rural West,Suburban,2025,Tower / Collocation,19427.23,21.09
SITE-10066,Rural West,Suburban,2025,MW transport — 3rd party,13561.0,21.09
SITE-10066,Rural West,Suburban,2025,Fiber backhaul circuit,11173.75,21.09
SITE-10066,Rural West,Suburban,2025,Field workforce (contract),14098.67,21.09
SITE-10066,Rural West,Suburban,2025,OEM RAN maint.,10854.3,21.09
SITE-10066,Rural West,Suburban,2025,Power & gen fuel,4717.53,21.09
SITE-10066,Rural West,Suburban,2025,Small cell attach fees,3985.23,21.09
SITE-10066,Rural West,Suburban,2025,NOC / dispatch (allocated),6064.38,21.09
SITE-10066,Rural West,Suburban,2025,Spares & logistics,4074.31,21.09
SITE-10067,TN Border,Suburban,2025,Tower / Collocation,22114.97,59.35
SITE-10067,TN Border,Suburban,2025,MW transport — 3rd party,13253.62,59.35
SITE-10067,TN Border,Suburban,2025,Fiber backhaul circuit,11064.08,59.35
SITE-10067,TN Border,Suburban,2025,Field workforce (contract),15591.6,59.35
SITE-10067,TN Border,Suburban,2025,OEM RAN maint.,10807.55,59.35
SITE-10067,TN Border,Suburban,2025,Power & gen fuel,5322.72,59.35
SITE-10067,TN Border,Suburban,2025,Small cell attach fees,4491.73,59.35
SITE-10067,TN Border,Suburban,2025,NOC / dispatch (allocated),5716.06,59.35
SITE-10067,TN Border,Suburban,2025,Spares & logistics,4534.78,59.35
SITE-10068,Rural West,Suburban,2025,Tower / Collocation,20480.0,93.66
SITE-10068,Rural West,Suburban,2025,MW transport — 3rd party,15115.47,93.66
SITE-10068,Rural West,Suburban,2025,Fiber backhaul circuit,10167.72,93.66
SITE-10068,Rural West,Suburban,2025,Field workforce (contract),16032.47,93.66
SITE-10068,Rural West,Suburban,2025,OEM RAN maint.,11608.13,93.66
SITE-10068,Rural West,Suburban,2025,Power & gen fuel,4868.55,93.66
SITE-10068,Rural West,Suburban,2025,Small cell attach fees,4191.54,93.66
SITE-10068,Rural West,Suburban,2025,NOC / dispatch (allocated),5776.39,93.66
SITE-10068,Rural West,Suburban,2025,Spares & logistics,3963.11,93.66
SITE-10069,TN Border,Urban,2025,Tower / Collocation,19332.26,38.14
SITE-10069,TN Border,Urban,2025,MW transport — 3rd party,13623.83,38.14
SITE-10069,TN Border,Urban,2025,Fiber backhaul circuit,10849.3,38.14
SITE-10069,TN Border,Urban,2025,Field workforce (contract),15809.41,38.14
SITE-10069,TN Border,Urban,2025,OEM RAN maint.,11860.09,38.14
SITE-10069,TN Border,Urban,2025,Power & gen fuel,4950.8,38.14
SITE-10069,TN Border,Urban,2025,Small cell attach fees,4515.21,38.14
SITE-10069,TN Border,Urban,2025,NOC / dispatch (allocated),6039.33,38.14
SITE-10069,TN Border,Urban,2025,Spares & logistics,3995.7,38.14
SITE-10070,TN Border,Urban,2025,Tower / Collocation,20968.44,23.05
SITE-10070,TN Border,Urban,2025,MW transport — 3rd party,15526.84,23.05
SITE-10070,TN Border,Urban,2025,Fiber backhaul circuit,9640.95,23.05
SITE-10070,TN Border,Urban,2025,Field workforce (contract),14116.59,23.05
SITE-10070,TN Border,Urban,2025,OEM RAN maint.,12325.28,23.05
SITE-10070,TN Border,Urban,2025,Power & gen fuel,5169.07,23.05
SITE-10070,TN Border,Urban,2025,Small cell attach fees,3996.3,23.05
SITE-10070,TN Border,Urban,2025,NOC / dispatch (allocated),6328.23,23.05
SITE-10070,TN Border,Urban,2025,Spares & logistics,4508.66,23.05
SITE-10071,TN Border,Suburban,2025,Tower / Collocation,20183.94,62.1
